MIC_GOWAWA[0.6;1;S-OWA;1.0;0.0;2;W-OWA;0.9;1.0]_H_cdch,TS[1]_SIC_T_scm,GV[4]_CHOQUET[A;-0.75;AO1;0.9]_H_pah,GV[1]_HM_H_pah,TS[3]_CHOQUET[A;-0.75;AO2;0.0]_N_scm,TS[4]_V_U_z3,AC[7]_HM_U_mw,GV[2]_GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_U_eps,GV[3]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,TS[4]_GOWAWA[0.7;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_N_scv,GV[2]_CHOQUET[A;-0.75;AO1;0.2]_U_pbs,ES_SD_H_z2,AC[1]_CHOQUET[A;-0.75;AO1;0.2]_H_pah,CHOQUET[A;-0.75;AO1;0.9]_U_pbs,AC[1]_CHOQUET[A;0.5;AO2;0.5]_F_z3,AC[4]_AM_T_hwhh,AC[3]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,GV[4]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_T_eps,GV[1]_P2_U_pbs,TS[3]_I50_F_mw,AC[2]_SIC_T_scv,GV[3]_AM_U_z2,TS[2]_Q1_T_eps,CHOQUET[D;-0.25;AO1;0.8]_B_scv,TS[2]_SIC_T_cch,AC[1]_HM_H_pah,CHOQUET[D;-0.75;AO1;0.9]_B_isa,ES_VC_T_gcp2,TS[4]_GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_N_hwhh,AC[3]_HM_T_pie,TS[3]_GOWAWA[0.7;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_D_bi,SD_P_scv,CHOQUET[D;-0.25;AO1;0.8]_P_isa,AC[5]_P3_U_khh,SIC_T_ptt,TS[3]_HM_U_khh,GV[7]_P2_T_z3,GV[5]_HM_H_mw,TS[3]_CHOQUET[A;-0.75;AO1;0.3]_F_scm,GV[3]_CHOQUET[A;-0.5;AO1;0.3]_U_gcp1,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.7;0.8]_F_ptt,GV[2]_N3_P_z3,AC[7]_P2_T_z3,ES_Q3_U_pie,TS[3]_AM_F_z1,TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_N_gcp1,GV[3]_CHOQUET[A;-0.75;AO2;0.7]_T_khh,AC[4]_N3_A_khh,GV[2]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,CHOQUET[A;-0.75;AO1;1.0]_F_khh,TS[2]_CHOQUET[A;-0.25;AO2;1.0]_T_khh,TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_N_scm,GOWAWA[0.3;2;S-OWA;0.6;0.0;2;W-OWA;0.9;1.0]_U_cch,AC[4]_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_T_pie,TS[4]_P2_P_ptt,SIC_T_scm,TS[4]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.7]_H_pie,ES_Q3_C_cdch,TS[3]_GOWAWA[0.2;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,AC[2]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_B_pbs,TS[4]_GOWAWA[0.2;2;S-OWA;0.6;0.0;2;S-OWA;0.8;0.1]_T_cch,AC[2]_CHOQUET[A;-0.25;AO1;0.8]_H_pah,SIC_F_hwhh,GV[3]_P2_T_eps,TS[3]_Q1_T_eps,CHOQUET[A;-0.5;AO2;0.0]_N_isa,GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_mw,Class
0.434879136,0.833851847,0.308025,0.0,7.105180534,7.901944,7380.598303,89991.76325,0.481,94.23013492,0.40324223,1.141538284,0.0,0.850149899,0.017195934,0.3648,1.443,48354.91565,0.843971623,97.1167,0.822756351,0.321185897,-905.23,147.7506341,0.210101768,0.0,136.1054702,12.55693475,0.276204357,0.167516586,30.85274441,0.088611884,68.48154079,133.3106904,0.803181557,0.643396406,1.006119618,0.798806148,2282.704461,99.44522963,117.431623,0.663650007,0.444397858,5.591643037,8.278491807,1.059615385,0.0,0.15024254,0.632323337,0.700937272,0.783208165,1.72656322,0.0,0.600379023,32.2977,1.367594744,0.643396406,3.585031434,0.0,0.361763313,1.650793455,1.116622906,1.464473179,0.118326553,64771.77172,-909.06,1.041034483,75.67125467,APP
0.434879136,0.833851847,0.334686414,1.4319,7.105180534,7.8112,7050.895009,87658.00336,0.479152143,94.23013492,0.394942101,1.144564868,1.4319,0.849897569,0.017195934,0.3968,1.437456429,48249.21287,0.855636297,97.1167,0.822756351,0.300915385,-905.23,147.7506341,0.210101768,1.4319,136.1054702,11.47551669,0.276204357,0.167516586,31.44337901,0.088611884,68.48154079,133.3106904,0.768676936,0.643396406,0.955146104,0.908178509,2282.704461,100.6610192,117.5403057,0.063108974,0.446096992,6.357249561,8.286161457,0.908846154,0.0,0.150743337,0.626704335,0.71080198,0.785938202,1.740561384,0.0,0.600379023,32.2977,1.209487495,0.643396406,3.585031434,-0.001978237,0.361763313,1.650793455,1.116622906,1.481186592,0.074527103,64096.06823,-906.42,1.041034483,74.6619962,APP
0.434879136,0.848710032,0.334686414,1.677,7.105180534,7.833984,7556.619602,89991.76325,0.481,94.23013492,0.40324223,1.064056341,1.677,0.850419557,0.017195934,0.3848,1.443,48322.22701,0.843971623,97.1167,0.822756351,0.321185897,-905.23,147.7506341,0.210101768,1.677,136.1054702,8.882736347,0.232154469,0.167516586,31.31691108,0.065200373,68.48154079,133.3106904,0.824286231,0.669018236,1.028541241,0.90832484,2282.704461,101.6335131,117.431623,0.660805702,0.446096992,6.358273878,8.019985754,0.973846154,0.0,0.154472051,0.459357972,0.71080198,0.7932895,1.762097848,0.0,0.597887627,32.2977,1.234460553,0.669018236,3.585031434,-0.001978237,0.301992293,1.650793455,0.654827491,1.481186592,0.118326553,64681.20669,-909.06,1.041034483,76.53054223,APP
0.395217447,0.822490874,0.413080927,1.659364068,16.22222222,0.040421429,0.0,0.0,0.54830836,99.83886168,0.0,2.028662323,1.632262852,1.118430883,0.0,2.595,1.644925079,49115.8516,0.0,0.0,0.616039627,0.0,-904.1325,177.3184067,0.141181742,1.659364068,144.3319963,-4.656250782,0.0,0.298746875,39.96043441,0.0,79.49737703,139.569112,0.0,0.75,1.0,0.20022193,1708.729746,105.0,0.0,0.074505004,-0.065801948,1.401553511,-0.321829592,0.217777778,0.0,0.166291274,0.379600087,0.838460965,1.0,1.635950898,0.0,0.0,55.3232,0.92257791,0.573112039,11.91265923,-0.039071358,0.0,0.0,0.250687874,1.689704728,0.115431291,67288.66986,-912.025,2.515833333,63.5106097,APP
0.466587892,0.737213794,0.404312474,1.643376753,16.22222222,0.040421429,0.0,0.0,0.534560986,99.83886168,0.0,2.156478121,1.622699769,1.118430883,0.0,3.9075,1.603682958,49740.68796,0.0,0.0,0.590308999,0.0,-904.1325,177.3184067,0.141181742,1.643376753,144.3319963,-6.538655738,0.0,0.298746875,43.26399367,0.0,83.08741791,144.6998554,0.0,0.732452455,1.0,0.200713356,2238.263998,105.0,0.0,0.074505004,-0.057015167,1.404993493,-0.321829592,0.217777778,0.0,0.174170917,0.379600087,0.838460965,1.0,1.702933782,0.0,0.0,55.3232,0.948525171,0.544169094,14.40886533,1.247983592,0.0,0.0,0.250687874,1.689704728,0.115431291,67718.18706,-912.025,2.515833333,63.5106097,APP
0.481058491,0.855060071,0.414726964,1.652617176,20.78421578,2.138830667,11300.48574,93812.41166,0.533785277,116.3308604,0.367955765,1.713354836,1.58809767,0.847830355,0.041258496,-0.4032,1.601355832,53544.15467,0.811209936,87.0782,0.916227426,-0.0106,-957.38,158.2881117,0.269191419,1.652617176,157.8459776,7.606277599,0.089529229,0.22594634,29.00668769,0.026955419,69.0848477,143.6537302,1.187927718,0.727682187,1.023891304,0.381426959,2755.506626,119.1979087,99.41774298,0.053570336,-0.044088611,2.669988716,8.86920995,0.542692308,15.1460118,0.210985866,0.620784237,0.80192105,0.868457278,2.067139809,119.2085026,0.590258481,57.1738,1.165718662,0.645091668,7.197561037,-0.051061393,0.138632575,0.0,1.066851015,1.712571584,0.147535707,72344.47853,-968.6775,3.319525049,78.84225868,nonAPP
0.0,0.801879687,0.0,0.0,22.16666667,1.14663,10077.06444,94860.60267,0.0,77.74334963,0.402637463,0.0,0.0,0.922859935,1.274154778,-0.004,0.0,55301.4151,1.040916522,105.85645,1.0,-0.020755556,-963.12,116.1,0.516078542,0.0,59.44,3.680039314,0.12195,0.352213889,28.4091399,0.0,49.69602879,122.35,1.129977941,0.719586776,1.314782609,0.203811874,0.0,174.7598652,121.6962432,1.385945571,2.48645,1.426683118,8.166152211,2.586666667,0.0,0.298456791,0.0,0.0,0.955727561,2.102437939,0.0,0.248997992,36.8064,1.91,0.719586776,0.0,0.0,0.75448,0.0,0.379262209,0.0,0.579380164,72489.50904,-965.8025,2.051111111,91.80948082,nonAPP
0.428826479,1.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497421117,0.0,1.054161939,0.0,0.92,0.0,10786.88492,0.968,0.0,1.0,0.204933333,-1011.23,164.8786496,0.579380164,0.0,127.9821691,4.772876418,0.0,0.464385619,23.75955655,0.0,74.55050637,149.77,0.0,1.0,1.419444444,0.0,0.0,0.0,97.2822,0.0,0.0,0.0,7.665383333,0.0,0.0,0.448153066,0.0,0.9144,0.0,2.207714811,0.0,0.0,33.2242,0.0,1.0,0.0,0.0,0.0,1.7956075,0.0,1.8288,0.0,78188.5789,-978.01,6.038,0.0,nonAPP
0.343881195,0.805421326,0.421719403,1.770068709,27.16168307,0.815372501,5621.651539,84416.40614,0.547506747,141.7459593,0.465766942,2.028672709,1.678086147,0.879148811,0.011213859,0.384328358,1.642520241,49268.35048,0.951828808,97.1167,0.837411042,0.296639216,-917.575,155.5886231,0.218566569,1.770068709,160.3250441,32.90974766,0.13748278,0.484450055,27.16601668,0.106821815,66.27012182,129.0637397,1.008166708,0.574588162,0.898631286,0.264993043,2069.559945,103.8231922,118.7483846,0.433420348,2.154751296,1.8549513,-0.269946331,0.530441176,11.84413444,0.189643931,1.238808366,0.845860514,0.767675568,2.113814038,92.82933857,0.474282163,38.9448,1.371933718,0.545184135,6.145624597,-0.027790245,0.19968307,1.77041071,1.083704178,1.777546084,0.047373005,66712.69535,-927.81,3.81415844,71.9963153,nonAPP
0.369614097,0.73811607,0.431982298,1.830573798,22.39276617,0.546376078,5854.540039,92957.70556,0.588235013,115.4079287,0.389692426,1.234099405,1.777185046,0.86169691,0.239132343,-0.276078431,1.764705038,49647.82769,0.922862747,87.0782,0.83852828,0.090937821,-964.45,144.7018274,0.236615933,1.830573798,134.1055488,-9.474430831,0.178920438,0.447169385,25.78030309,0.056642528,77.62425807,142.4340277,1.082731245,0.608712242,1.193588645,0.224025943,2609.184327,96.21782427,110.5884976,0.576689684,1.054024569,1.568181603,9.774831658,1.256730769,10.70984765,0.168917547,0.835085967,0.870505969,0.865822662,2.024090068,84.29314056,0.507960353,34.2678,0.82048766,0.576849502,6.094139601,-0.004447083,0.223692359,1.956475355,1.782519147,1.787585567,0.14277652,71937.15812,-962.1625,2.893610062,74.8317445,nonAPP
0.49568292,0.839459976,0.434305709,1.643878366,13.7718558,0.417279,6095.020604,90423.3745,0.534670262,137.0523552,0.368,1.883684998,1.596336978,0.865825202,0.024049249,0.7912,1.604010786,54265.00027,0.9025,87.0782,0.885070401,0.0,-928.81,164.7981434,0.234936156,1.643878366,162.2699652,-11.56326629,0.094371664,0.184590349,32.96133836,0.042883156,80.44879349,148.3219889,1.19,0.716965553,0.943868212,0.388532844,2735.505954,92.63099928,0.0,0.892421081,0.628868816,2.719729906,5.020366532,0.989615385,9.895783761,0.172739512,0.71431729,0.825446431,0.928291083,1.955549006,76.78758695,0.587661016,58.2452,0.783649582,0.613814506,6.8040026,-0.02331532,0.146224742,0.0,1.761887057,1.726497663,0.142177389,69022.05182,-926.9925,2.493135493,69.68565314,nonAPP
0.499973769,0.939927314,0.375573379,1.601483746,8.382346911,2.349251609,12481.06715,104855.919,0.49910905,91.20612142,0.454825745,1.922354729,1.554272517,0.834074013,0.127003481,-1.024,1.497327151,49337.59647,0.681716217,87.0782,0.925,-0.0033,-964.7925,148.5229356,0.151575693,1.601483746,149.0862334,14.41245929,0.105840623,0.240438991,34.78073444,0.0,69.83366927,142.4772104,0.835480021,0.72112049,1.394976679,0.584907757,2484.780611,125.8360484,110.6152706,0.806511553,0.631865163,4.094354301,9.470389376,0.823225806,0.0,0.205530182,0.520520141,0.767215344,1.006129427,2.090248974,0.0,0.236891636,64.6676,0.90991273,0.702359766,9.793514107,-0.023692675,0.158953599,0.0,0.288735302,1.587511213,0.182761337,70901.84841,-965.99,1.167638146,81.23216565,nonAPP
0.45368595,0.907019018,0.445013585,1.663202073,18.89411765,0.04135,0.0,0.0,0.560581127,119.6526369,0.0,2.113217124,1.654124327,0.935216581,0.0,-1.684444444,1.681743382,49593.78857,0.0,64.558475,1.0,0.0,-913.2,227.8,0.244361222,1.663202073,179.16,-17.41421877,0.045,0.284649209,37.69952649,0.029737616,86.48484082,143.7020409,0.0,0.818007335,0.86440678,0.610521209,1548.23094,90.67256369,0.0,0.090284685,0.491637592,4.273648464,-0.431229167,0.615,13.11683079,0.224802606,0.511503727,0.863711914,0.87047619,2.092221559,103.2375901,0.642408139,34.3252,0.989177147,0.760739973,7.640881389,0.874050245,0.072,0.0,0.901566511,1.780908033,0.105728939,63781.33778,-913.2525,2.322307692,57.56736131,nonAPP
0.466587892,0.894885518,0.421073981,1.5621,16.22222222,0.6895125,9935.953517,106482.2377,0.5461,99.83886168,0.369887575,1.652061178,1.5621,0.824990951,0.03631452,1.915,1.6383,54205.29503,0.5776,85.57785,0.939794001,0.028462963,-969.2,167.9774637,0.409691001,1.5621,161.9923716,-37.29835161,0.31609845,0.298746875,33.97185377,0.126290016,66.68568233,143.8052414,1.2,0.860528527,1.081665608,0.177799635,3297.181694,102.2615301,125.3244,0.920564624,0.0,1.244597443,8.935306415,1.974444444,0.0,0.237672865,0.0,0.79335,0.961337892,2.041723456,0.0,0.655143203,32.7156,1.206337432,0.796490491,4.249711755,-0.030948914,0.547493768,0.0,0.916448995,1.5867,0.349133127,69377.08274,-946.035,2.515833333,84.88758491,nonAPP
0.256760464,0.617864756,0.0,1.5738,0.0,0.169482468,7582.612915,102637.994,0.5246,0.0,0.45125,1.502180073,1.5738,0.95,0.778100835,-0.564545455,1.5738,50894.5106,0.9025,87.0782,0.647808029,0.26954058,-959.5,166.7,0.0,1.5738,149.77,4.79347495,0.0,0.0,38.03919655,0.0,65.08056085,131.4642943,1.0,0.446733502,1.304347826,0.148984662,0.0,142.0341153,119.1960333,1.496567487,3.087771738,1.042892636,7.896342462,1.291304348,0.0,0.194995879,0.641355174,0.7442,0.833932085,1.867848077,0.0,0.0,36.8064,1.81728919,0.424191524,4.321307705,-0.013030611,0.0,0.0,0.0,1.4884,0.212746054,67569.64919,-959.5,0.0,87.70471148,nonAPP
0.0,0.758039271,0.416025,1.677,0.0,0.081225,0.0,0.0,0.559,0.0,0.0,1.479679701,1.677,0.95,0.0,-0.4475,1.677,49549.08172,0.0,92.09745,0.871049064,0.0,-908.445,0.0,0.0,1.677,0.0,-7.529335286,0.0,0.0,43.54418947,0.0,63.78395314,120.8976721,0.0,0.718546354,1.0,0.028671429,1608.646872,110.0682246,0.0,0.982012183,0.480200096,0.2007,-0.175133333,0.148,0.0,0.207278055,0.65645717,0.83854,0.873431953,2.002665061,0.0,0.0,38.7504,1.552425522,0.718546354,5.98,-0.045625,0.0,0.0,0.0,1.677129999,0.181188148,63335.03899,-897.67,0.0,74.89615715,nonAPP
0.353294374,0.849914551,0.409575,1.663898437,15.33333333,3.298209091,0.0,91727.28498,0.481,103.9114391,0.296,1.27338022,1.664020313,0.916044553,0.799666659,-1.431818182,1.443,48187.94434,0.708937458,87.0782,1.0,-0.023997222,-942.7,175.5950579,0.240644817,1.663898437,162.8076281,52.82690902,0.079735869,0.178924094,31.16626739,0.039792364,79.58581053,147.1503278,0.621794575,0.965872263,0.810167829,0.632547814,2292.344567,93.91449735,109.1107,0.10072706,-1.417331031,4.427834695,9.064997488,0.9,0.0,0.165549848,0.3808,0.710413008,0.949732438,1.896402579,0.0,0.237486842,32.9348,0.931873859,0.918863226,8.112149446,-0.015625,0.118646027,1.5015,0.904302771,1.420869376,0.179130391,67275.84497,-948.025,2.671952381,75.23447312,nonAPP
0.23449045,0.918301699,0.432159614,1.670041494,28.78888889,1.974922462,18619.00167,87225.59384,0.54873099,121.1193036,0.486929509,1.120135071,1.60698937,0.935266926,0.401730157,-0.596538462,1.64619297,53886.15683,1.148410042,114.1038,0.970283629,-0.087644444,-956.9625,172.1882001,0.246625469,1.670041494,162.376371,18.02514419,0.201186258,0.464385619,24.02133317,0.026894965,81.9449746,153.9561158,1.086029377,0.775692642,1.028372189,0.542541274,2776.575162,132.2808188,101.1699717,0.650510263,-1.357534604,3.79778892,8.815017411,1.302592593,21.57159765,0.18888498,0.474204856,0.822676191,0.988481267,2.132026867,168.2401557,0.587486842,15.1796,0.842278655,0.775692642,7.021668947,-0.00571338,0.326808464,1.635104724,0.651624506,1.661115082,0.206598794,69948.53055,-962.91,3.12717154,85.88132537,nonAPP
0.341288941,0.796453036,0.0,0.0,39.62857143,0.653333333,0.0,94987.57796,0.0,130.0378666,0.73205,0.947409885,0.0,1.21,0.0,-1.925,0.0,48356.16906,0.0,48.55835,1.0,0.0,-936.5675,162.6379394,0.355245321,0.0,167.2252028,1.154897143,0.0,0.375,31.47655443,0.0,88.2413725,171.9410357,0.0,0.833333333,1.05,1.095885714,0.0,115.0,0.0,0.132093714,0.50175,7.6712,7.178495876,-0.244,13.11683079,0.256675126,0.0,0.8856,0.69,2.082558854,103.2375901,0.0,63.1612,1.200124993,0.75,0.0,0.949058248,0.0,1.46002328,0.89396809,1.7712,0.0,66597.86168,-946.625,3.77375,81.70932772,nonAPP
0.0,0.75,0.416025,1.677,22.16666667,0.588,0.0,0.0,0.559,78.04331963,0.0,1.446183109,1.677,1.21,0.0,1.01,1.677,49939.88063,0.0,28.77215,0.898226518,0.0,-917.67,129.7829394,0.210758096,1.677,106.7097582,-2.602744802,0.045,0.352213889,29.77145705,0.0,71.61344342,126.0551971,1.1025,0.719586776,1.05,0.233974529,1608.646872,133.0,0.0,0.0925101,0.979349951,1.6378217,4.218018445,0.606666667,0.0,0.172635047,0.647756269,0.845,1.35,1.822195261,0.0,0.0,35.0439,1.095365236,0.719586776,9.493176497,0.0,0.072,2.03410181,0.278061311,1.69,0.158760329,69235.39008,-936.83,2.051111111,88.10942143,nonAPP
0.356725661,0.833439202,0.42758132,1.710578389,11.49865354,0.416312133,6360.495845,89187.82095,0.551643149,112.7459586,0.458686993,1.525962298,1.659156899,0.903230463,0.168362371,0.121558442,1.654929446,48987.0395,0.923008036,97.1167,0.8789863,-0.016438889,-932.64,159.4842043,0.201334672,1.710578389,141.0351116,-9.844512309,0.255434384,0.352213889,31.34674103,0.074904368,71.06227396,132.7083919,0.869164819,0.605839055,0.954574566,0.251136635,2292.159631,96.37565938,106.8586112,0.962012914,1.046628821,1.757956444,9.699818008,1.327692308,0.0,0.163942215,1.307647508,0.833894325,0.81503426,1.956101637,0.0,0.627900737,58.1478,1.089612271,0.562003606,4.565469582,-0.028976632,0.410088434,2.029174221,0.537013955,1.691144581,0.136173515,68072.04666,-930.1775,1.636798311,75.65238878,nonAPP
0.245057707,1.0,0.436227596,2.0736,33.41065831,2.685506667,9222.835572,0.0,0.5328,130.2477092,0.0,0.804698381,2.0736,0.914012634,0.752171804,-0.37,1.5984,51792.32989,0.712563331,97.1167,0.907019018,-0.114593939,-901.8675,170.2555636,0.278942946,2.0736,126.7600771,2.716472845,0.045,0.27336831,27.11907779,0.0,63.58995402,132.5228011,0.0,0.798230986,0.860869565,0.327066331,2786.751077,127.8904984,106.2742,0.110045166,0.0,2.289464314,8.675506377,0.383636364,13.11683079,0.250375759,0.3519,0.0,0.888298345,2.427813834,103.2375901,0.641992685,19.2556,1.83640954,0.798230986,5.134604897,-0.077361111,0.072,1.682744136,1.121808046,0.0,0.248564412,66713.42718,-926.07,4.571628571,82.67411477,nonAPP
0.395217447,0.886429334,0.405671026,1.660094606,12.92374728,1.444954,9309.500834,97647.30663,0.558447049,90.68311143,0.548953457,1.870633312,1.588543104,0.91959853,0.42968941,-0.561923077,1.675341146,49071.96059,0.8464,97.1167,0.920100943,0.0,-928.125,160.3899324,0.195593205,1.660094606,129.1929976,-11.63669353,0.123602395,0.332192809,30.16483631,0.051104519,73.61203206,135.6654813,0.714,0.739099054,0.78617307,0.299641168,1972.033245,103.6877491,0.0,0.914246758,-0.929461227,2.097488178,1.921575221,0.716296296,8.57,0.162169968,0.945351165,0.823797719,0.866434255,1.855834803,66.5,0.237486842,31.979,1.368672715,0.709558856,7.813006367,-0.011782703,0.185822292,1.371173513,0.906188994,1.721514384,0.114293393,65765.94503,-927.81,1.654052632,79.64580242,nonAPP
0.239643017,0.8253437,0.420880647,1.650321518,6.472527473,0.460862333,7982.265933,71675.6362,0.553315738,76.07342246,0.4232,1.641800714,1.632871841,0.958952427,0.0,0.7068,1.659947213,48846.95814,1.05811489,67.0681,0.885070401,-0.068858974,-917.67,153.240107,0.205898283,1.650321518,148.0977922,-3.620099935,0.292737224,0.095983597,33.69780825,0.065002606,71.40500717,132.3001031,0.68,0.697410902,1.147775748,0.231881686,2069.349602,93.34363309,110.0030575,1.095515477,-1.192212233,1.623171804,8.93371283,0.776923077,0.0,0.134632896,0.932872491,0.830933895,0.948638497,1.696573671,0.0,0.240258481,33.2242,1.165808528,0.662951057,8.115438084,-0.002383787,0.308827345,2.03786654,1.76,1.663650593,0.118326553,67305.60465,-917.19,0.966194581,81.4809785,nonAPP
0.350821973,0.857277265,0.409091493,1.683706716,9.820721526,0.188425668,8028.320695,89547.98094,0.548372251,96.17288378,0.368,1.60099235,1.656445407,0.95262421,0.002323285,0.047352941,1.645116754,45949.81645,0.793123244,57.0519,0.895174844,0.131993333,-927.9675,172.6766807,0.177622661,1.683706716,171.2000929,-8.337832451,0.1423612,0.341887107,32.13395374,0.055896077,83.6724325,157.0841872,0.0,0.719107098,0.949287489,0.391795863,3001.631989,103.5119469,115.3183062,0.570165386,-0.836669282,2.742571041,-0.460178611,0.784857143,7.665241084,0.133293236,0.580367646,0.84177363,0.88499985,1.816763006,59.47940864,0.238415824,16.5646,0.888804924,0.640086304,3.204472393,-0.050150126,0.240849672,1.778318431,0.613080149,1.72214577,0.112563277,65125.93074,-927.81,1.722153864,73.51584221,nonAPP
0.395217447,1.0,0.39345,1.673860944,16.22222222,2.0544125,0.0,0.0,0.6192,99.45060168,0.0,1.577816593,1.678348345,0.810278161,0.0,1.595,1.8576,41989.54492,0.0,28.52595,0.939794001,0.192562963,-869.6125,191.5437633,0.348225373,1.673860944,170.963794,29.96946609,0.28914845,0.298746875,31.13077961,0.033098263,94.62645219,156.1639194,0.0,0.907019018,0.86592,0.282279587,0.0,105.9109406,122.2694667,0.09492905,-0.759385204,1.975957112,6.143734203,0.605555556,0.0,0.131891313,0.424919518,0.696687558,1.011914894,1.740525396,0.0,0.649094169,35.1633,0.917244515,0.907019018,3.585031381,-0.01058642,0.424373768,1.806814338,0.94780175,1.393916854,0.115431291,57316.58492,-864.295,2.515833333,80.21057127,nonAPP
0.306918668,0.905242757,0.41275,1.67946534,27.34620394,0.428062667,7690.984073,78686.84247,0.571229628,141.6019428,0.3496,1.251839035,1.669918175,0.878999728,0.531386682,1.1864,1.713688883,52253.21268,0.847036509,114.1038,0.968842975,-0.011075641,-965.99,158.7625182,0.284264163,1.67946534,162.0037143,-40.10605232,0.358606171,0.470279688,25.37721214,0.043990804,73.6018128,146.5440388,0.929145596,0.779818065,0.917666505,0.29353258,2148.913651,107.9123614,109.1107,0.662763298,-0.365940114,2.054728058,9.378684811,1.916153846,10.70984765,0.188440375,0.754002111,0.862379972,0.922933438,2.140441289,84.29314056,0.595370937,17.9496,0.773567224,0.742587383,6.915940627,-0.027289091,0.515332244,1.791140901,1.134664009,1.761837989,0.263576278,69070.78112,-931.3475,3.242579937,87.53744226,nonAPP
0.434879136,0.895992701,0.428034829,1.750212042,31.04424468,2.246116667,12646.197,98175.59297,0.541042488,162.189537,0.431882387,1.343108097,1.676583718,0.871693412,0.009595132,1.7668,1.623127463,52568.05842,0.846501537,87.0782,0.93768595,0.153915385,-959.08,165.3816705,0.284264163,1.750212042,156.2000418,15.60196003,0.063781375,0.470279688,24.65923675,0.003824833,74.4600612,147.9880578,1.066034812,0.773750886,1.074094537,0.314987258,3031.467197,117.8746238,118.5828234,0.045285666,0.49026152,2.204910804,9.280031238,1.065769231,15.1460118,0.201486668,0.454873997,0.863809829,0.994083742,2.129781305,119.2085026,0.237661016,36.2404,0.756863044,0.696405025,7.588414528,-0.028484926,0.09560722,0.0,0.58764622,1.744054923,0.185173148,72729.76663,-969.4825,3.701317502,75.97539604,nonAPP
0.475204242,0.903883703,0.419338457,1.777617725,17.39301461,1.387066782,10164.5076,92485.32547,0.552122089,95.47921973,0.441703839,1.536715526,1.722743033,0.880998349,0.033205986,-0.395666667,1.656366267,53081.86201,0.935823234,57.0519,0.9375,0.072744086,-930.9325,161.9490259,0.190886801,1.777617725,163.5181501,-94.42946168,0.163689498,0.363230923,28.94336226,0.062072955,80.57641345,147.6324165,0.844597884,0.755658499,0.959237552,0.321495356,2512.445184,115.3411236,109.6897596,0.036910771,0.689818889,2.250467493,9.49563837,1.073548387,8.57,0.163348772,0.547004239,0.798565504,0.950721876,2.005507787,66.5,0.549941155,33.9096,0.629311793,0.723805252,4.75452577,-0.037141738,0.329610267,1.95594778,0.468567395,1.672983969,0.146481198,68847.80369,-962.91,1.930980949,76.12936902,nonAPP
0.0,0.833333333,0.0,0.0,0.0,0.783,0.0,93382.84223,0.0,0.0,0.5566,0.650655391,0.0,1.036538923,0.0,-1.896,0.0,52344.11872,1.241238265,124.12,0.898226518,1.596088889,-904.23,171.5451039,0.350945343,0.0,148.5966352,-4.5e+16,0.37305,0.0,42.31848601,0.598299413,93.34865797,154.7049902,0.0,0.859793388,0.973083475,0.123822454,0.0,170.7088693,126.4901333,1.351235625,0.993239661,0.866757175,7.090385849,0.911666667,0.0,0.194111814,0.3808,0.0,0.683365854,2.084245997,0.0,0.248997992,63.3764,1.097588265,0.789690082,0.0,-0.04,1.089584,0.0,0.907568069,0.0,0.0,62021.35852,-898.095,0.0,65.90308129,nonAPP
0.284417591,0.891585596,0.416025,1.6317,19.14972777,2.181739869,5884.264504,93091.56995,0.628057835,93.19264109,0.57475,1.207791935,1.670620838,0.923499156,0.068058803,0.505555556,1.884173505,48420.24756,0.874,115.0886,0.930586536,0.287747368,-951.76,152.3954394,0.285635894,1.6317,152.3814432,-16.78533517,0.364341155,0.447169385,27.50625834,0.053506418,75.65024156,136.2777459,0.0,0.788447484,0.874278615,0.275265312,1466.196427,93.46965218,116.8915213,1.193540202,0.829171318,1.926857186,9.213186242,1.736842105,9.895783761,0.174201321,0.822362831,0.81585,0.981624981,1.967600873,76.78758695,0.239317211,19.2234,0.765918252,0.768061682,6.660105104,-0.04125434,0.297596597,2.023577883,1.113152297,1.6317,0.222875323,66634.05958,-943.79,2.756772727,80.61277148,nonAPP
